"TOA5","CR6Series_BVRplatform","CR6","13030","CR6.Std.10.02 CR6-WIFI.05","CPU:BVR_Platform_wind_20250320.CR6","23357","bvre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","doobs_6","dosat_6","dotemp_6","doobs_13","dosat_13","dotemp_13","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","TSS_mgL_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_13"
"2025-12-17 00:20:00",38514,12.89,9.84,"NAN","NAN",5.949335,5.929376,6.010553,6.07113,-0.05368652,0.9502808,0.954187,1.064783,1.353113,1.605341,2.170953,13.45862,94.70761,1.013451,-0.145303,-1.056917,2.216965,251217,11540,0.96,26.47,48.95,31.82,91.04,12.96,1.45,4.98,2.24,1.55,4.18,12.49,17.2,0,2.86,2.014,5.94,11.29,1.19,8.819926,2.232475
"2025-12-17 00:30:00",38515,12.88,9.91,"NAN","NAN",6.527307,6.514032,6.81582,6.885919,-0.05429687,0.9512268,0.9565064,1.082574,1.364252,1.619562,2.175348,13.43982,94.57013,1.01152,-0.145866,-1.061068,2.21904,251217,12540,0.96,26.47,48.95,31.82,87.68,12.48,1.32,4.48,2.22,1.53,4.19,12.52,16.39,0,2.87,2.018,5.93,11.28,1.19,8.819582,2.192752
"2025-12-17 00:40:00",38516,12.77,10.1,"NAN","NAN",6.33761,6.315942,6.4237,6.547479,-0.05460205,0.950647,0.9600159,1.117639,1.373804,1.632684,2.175134,13.48703,94.91377,1.015915,-0.144774,-1.053323,2.225792,251217,13540,0.958,26.48,48.96,31.82,86.26,12.28,1.4,4.79,2.21,1.51,4.2,12.56,16.4,0,2.86,2.015,5.93,11.15,1.19,8.819494,2.160948
"2025-12-17 00:50:00",38517,12.72,10.46,"NAN","NAN",6.662561,6.635644,6.845392,6.909051,-0.0486206,0.9505554,0.9623352,1.158929,1.378595,1.648706,2.171075,13.51982,95.1462,1.016457,-0.145632,-1.059328,2.217491,251217,14540,0.957,26.48,48.96,31.83,91,12.95,1.38,4.72,2.23,1.54,4.18,12.5,17.06,0,2.86,2.015,5.94,11.13,1.19,8.81738,2.126943
"2025-12-17 01:00:00",38518,12.71,10.87,"NAN","NAN",6.869104,6.859918,7.029352,7.059534,0.1293884,0.9495484,0.9647461,1.19082,1.38418,1.666254,2.151666,13.4974,94.98841,1.016457,-0.145535,-1.058609,2.21714,251217,15540,0.966,26.47,48.94,31.81,92.89,13.22,1.43,4.9,2.23,1.53,4.17,12.45,17.41,0,2.86,2.011,5.94,11.12,1.2,8.820957,2.124494
"2025-12-17 01:10:00",38519,12.83,11.2,"NAN","NAN",6.957086,6.913049,6.945184,7.036798,0.2272888,0.9498841,0.9661194,1.20379,1.405389,1.678064,2.127313,13.52374,95.1738,1.016457,-0.144996,-1.053834,2.187393,251217,20540,0.964,26.46,48.92,31.8,93.35,13.28,1.49,5.12,2.25,1.55,4.23,12.64,16.86,0,2.86,2.013,5.93,11.12,1.2,8.81864,2.163074
"2025-12-17 01:20:00",38520,12.88,11.3,"NAN","NAN",6.852411,6.832208,7.056451,7.096307,0.3122497,0.9493347,0.9661194,1.209802,1.419305,1.713861,2.165948,13.50808,95.06478,1.016991,-0.145053,-1.054379,2.191887,251217,21540,0.961,26.46,48.91,31.79,92.83,13.21,1.45,4.99,2.22,1.53,4.18,12.49,16.77,0,2.86,2.012,5.93,11.26,1.2,8.818903,2.203259
"2025-12-17 01:30:00",38521,12.89,11.27,"NAN","NAN",6.790826,6.780572,7.097986,7.157312,0.335321,0.9498535,0.9661804,1.248346,1.418024,1.72677,2.17489,13.46938,94.79067,1.016266,-0.145393,-1.056807,2.19033,251217,22540,0.963,26.45,48.9,31.79,86.11,12.25,1.96,6.88,2.3,1.61,4.19,12.52,16.62,0,2.85,2.009,5.93,11.28,1.2,8.819784,2.23929
"2025-12-17 01:40:00",38522,12.89,11.21,"NAN","NAN",6.898645,6.839563,6.993463,7.07641,0.4132935,0.949823,0.965326,1.261896,1.422754,1.718164,2.187311,13.45185,94.68276,1.022263,-0.144962,-1.054126,2.20607,251217,23540,0.963,26.46,48.92,31.79,81.99,11.67,1.91,6.67,2.3,1.61,4.17,12.46,15.59,0,2.86,2.01,5.93,11.27,1.2,8.821711,2.263954
"2025-12-17 01:50:00",38523,12.88,11.14,"NAN","NAN",6.772943,6.760614,7.034265,7.094812,0.4512268,0.9503418,0.9657227,1.26861,1.416528,1.698419,2.189111,13.44884,94.63878,1.013451,-0.145027,-1.054951,2.218353,251217,24540,0.965,26.45,48.9,31.78,92.05,13.1,1.4,4.8,2.22,1.53,4.18,12.49,17.14,0,2.85,2.009,5.93,11.26,1.2,8.821294,2.281424
"2025-12-17 02:00:00",38524,12.88,11.08,"NAN","NAN",6.998895,6.994379,7.218347,7.241815,0.4868713,0.9524781,0.9648377,1.272668,1.410272,1.68136,2.179925,13.42495,94.48726,1.019814,-0.144822,-1.053427,2.217316,251217,25540,0.969,26.44,48.88,31.77,90.51,12.88,1.8,6.26,2.29,1.6,4.17,12.47,16.52,0,2.85,2.009,5.94,11.29,1.2,8.82125,2.295239
"2025-12-17 02:10:00",38525,12.87,11.05,"NAN","NAN",6.803216,6.780481,6.837488,6.833307,0.5400025,0.9540039,0.9672791,1.275018,1.413202,1.664667,2.180994,13.49019,94.94225,1.018211,-0.14529,-1.056872,2.218681,251217,30540,0.963,26.47,48.94,31.81,81.06,11.53,1.62,5.62,2.28,1.58,4.18,12.5,16.52,0,2.86,2.01,5.94,11.28,1.2,8.821267,2.307023
"2025-12-17 02:20:00",38526,12.88,11,"NAN","NAN",6.762872,6.734491,6.942346,6.925317,0.2880798,0.9535156,0.9727417,1.252557,1.419672,1.642023,2.193201,13.47605,94.84449,1.018921,-0.14503,-1.054888,2.215584,251217,31540,0.963,26.47,48.95,31.82,79.87,11.37,1.35,4.59,2.22,1.52,4.18,12.51,16.12,0,2.86,2.01,5.94,11.27,1.2,8.820021,2.314646
"2025-12-17 02:30:00",38527,12.87,10.91,"NAN","NAN",6.829401,6.785791,6.900812,6.935174,0.5514771,0.9551636,0.9792114,1.25918,1.434534,1.634699,2.211359,13.44541,94.63214,1.020157,-0.14618,-1.064169,2.247047,251217,32540,0.962,26.46,48.93,31.8,92.06,13.1,1.42,4.86,2.23,1.54,4.19,12.51,16.87,0,2.85,2.007,5.94,11.27,1.2,8.821043,2.316901
"2025-12-17 02:40:00",38528,12.87,10.82,"NAN","NAN",6.494195,6.477136,6.530023,6.444788,0.3839966,0.9566284,0.9872071,1.2633,1.429285,1.618585,2.22323,13.4945,94.98143,1.021561,-0.145287,-1.058145,2.263657,251217,33540,0.963,26.48,48.95,31.82,93.12,13.25,1.24,4.21,2.18,1.48,4.16,12.45,17.19,0,2.85,2.008,5.93,11.25,1.2,8.823308,2.317078
"2025-12-17 02:50:00",38529,12.88,10.71,"NAN","NAN",6.729669,6.693017,6.951593,6.943536,0.4713379,0.9568726,0.9902588,1.273248,1.414484,1.605798,2.228265,13.53386,95.25046,1.018562,-0.145683,-1.061129,2.267273,251217,34540,0.961,26.47,48.94,31.81,91.79,13.06,1.57,5.42,2.24,1.55,4.16,12.43,17.32,0,2.86,2.012,5.93,11.25,1.2,8.823684,2.313722
"2025-12-17 03:00:00",38530,12.89,10.65,"NAN","NAN",7.146204,7.092523,7.27807,7.284967,0.3500305,0.9575135,0.9956299,1.288385,1.407983,1.589868,2.232782,13.53667,95.27297,1.019615,-0.144957,-1.055874,2.268311,251217,35539,0.959,26.47,48.94,31.81,93.61,13.32,1.4,4.8,2.21,1.52,4.17,12.46,17.18,0,2.85,2.01,5.94,11.25,1.2,8.822066,2.309062
"2025-12-17 03:10:00",38531,12.87,10.66,"NAN","NAN",7.11944,7.110101,7.362634,7.386194,0.4787537,0.9583069,1.00332,1.329675,1.399561,1.571832,2.238672,13.54721,95.35291,1.021728,-0.145161,-1.057342,2.267616,251217,40539,0.963,26.48,48.96,31.83,93.48,13.3,1.36,4.63,2.21,1.51,4.15,12.4,17.27,0,2.85,2.008,5.94,11.25,1.2,8.82089,2.307821
"2025-12-17 03:20:00",38532,12.88,10.68,"NAN","NAN",6.790735,6.77041,6.841302,6.793664,0.559961,0.9594971,1.001825,1.336237,1.387109,1.589014,2.23974,13.52142,95.19177,1.02948,-0.145146,-1.057292,2.269699,251217,41539,0.962,26.48,48.95,31.82,93.42,13.29,1.55,5.35,2.25,1.56,4.15,12.41,17.08,0,2.85,2.008,5.94,11.25,1.2,8.822397,2.305744
"2025-12-17 03:30:00",38533,12.88,10.69,"NAN","NAN",7.030969,7.021234,7.266931,7.302179,0.4546753,0.9574219,1.004572,1.340692,1.381036,1.586359,2.233087,13.51743,95.16366,1.02948,-0.145125,-1.057124,2.269341,251217,42539,0.966,26.5,49,31.85,93.57,13.31,1.25,4.22,2.18,1.49,4.15,12.39,17.23,0,2.85,2.008,5.94,11.25,1.2,8.819424,2.29601
"2025-12-17 03:40:00",38534,12.88,10.73,"NAN","NAN",7.277856,7.250574,7.518793,7.550958,0.3752685,0.957544,1.010278,1.333704,1.388178,1.610559,2.218256,13.52195,95.18931,1.027199,-0.145285,-1.058235,2.267441,251217,43539,0.961,26.47,48.94,31.81,93.74,13.34,1.55,5.34,2.23,1.53,4.16,12.43,17.1,0,2.86,2.01,5.94,11.25,1.2,8.822812,2.295099
"2025-12-17 03:50:00",38535,12.88,10.79,"NAN","NAN",7.141962,7.131402,7.418146,7.480249,0.5236756,0.9592224,1.015863,1.322168,1.389246,1.602777,2.204462,13.5488,95.37525,1.025955,-0.144567,-1.052386,2.245827,251217,44539,0.966,26.49,48.97,31.83,93.66,13.33,1.57,5.41,2.24,1.55,4.16,12.44,16.93,0,2.85,2.009,5.93,11.25,1.2,8.825619,2.2931
"2025-12-17 04:00:00",38536,12.87,10.83,"NAN","NAN",6.994256,6.976312,7.031335,7.08819,0.5247132,0.9566895,1.019983,1.311243,1.391504,1.592065,2.210748,13.50844,95.09531,1.027542,-0.145122,-1.05639,2.244637,251217,45539,0.972,26.49,48.96,31.82,87.38,12.43,1.33,4.53,2.23,1.53,4.19,12.51,16.54,0,2.85,2.009,5.93,11.26,1.2,8.821393,2.267379
"2025-12-17 04:10:00",38537,12.87,10.87,"NAN","NAN",6.920862,6.868097,6.743524,6.806787,0.1751953,0.9526917,1.033228,1.304041,1.391962,1.585657,2.220239,13.45897,94.74574,1.027008,-0.144807,-1.054679,2.264847,251217,50539,0.974,26.49,48.95,31.82,88.12,12.53,1.1,3.68,2.15,1.46,4.26,12.72,16.32,0,2.85,2.005,5.94,11.24,1.2,8.820823,2.274394
"2025-12-17 04:20:00",38538,12.88,10.88,"NAN","NAN",5.943231,5.912744,5.866266,6.015924,0.1562134,0.9549195,1.03985,1.305994,1.411554,1.580682,2.236444,13.39578,94.30091,1.027008,-0.145058,-1.056605,2.268311,251217,51039,0.974,26.48,48.94,31.81,86.97,12.37,1.16,3.9,2.21,1.52,4.2,12.55,16,0,2.85,2.004,5.93,11.25,1.2,8.820833,2.288229
"2025-12-17 04:30:00",38539,12.85,10.78,"NAN","NAN",5.843286,5.760309,5.283594,5.45376,0.2484985,0.9615113,1.047876,1.317804,1.422907,1.58764,2.236658,13.36688,94.10942,1.031586,-0.145606,-1.060714,2.272278,251217,52539,0.985,26.51,48.97,31.83,92.92,13.21,1.41,4.83,2.29,1.6,4.22,12.6,16.5,0,2.84,2.002,5.93,11.25,1.2,8.820855,2.303237
"2025-12-17 04:40:00",38540,12.7,10.66,"NAN","NAN",4.805994,4.703638,4.378046,4.566583,-0.1541199,0.9704224,1.050409,1.313501,1.439264,1.60827,2.232019,13.3896,94.28324,1.036865,-0.145571,-1.060308,2.26709,251217,53539,0.989,26.51,48.97,31.83,90.12,12.82,1.17,3.94,2.2,1.51,4.24,12.67,15.09,0,2.84,2.001,5.94,11.1,1.2,8.823187,2.315254
"2025-12-17 04:50:00",38541,12.67,10.52,"NAN","NAN",3.941614,3.837091,3.490381,3.685724,-0.04978027,0.9711548,1.085779,1.312189,1.448694,1.611414,2.235345,13.35247,94.02394,1.037765,-0.144573,-1.053073,2.26815,251217,54539,0.992,26.52,48.99,31.84,83.95,11.94,1.21,4.08,2.22,1.53,4.24,12.67,14.47,0,2.84,2.001,5.93,11.1,1.2,8.8224,2.324008
"2025-12-17 05:00:00",38542,12.67,10.3,"NAN","NAN",3.351373,3.225366,3.028772,3.107721,0.2286621,0.975824,1.122308,1.309229,1.462549,1.602564,2.244775,13.36854,94.14549,1.040924,-0.144568,-1.053018,2.267448,251217,55539,0.992,26.53,48.99,31.85,79.85,11.35,1.46,5.02,2.27,1.58,4.23,12.63,15.25,0,2.84,2.001,5.93,11.09,1.2,8.822113,2.33643
"2025-12-17 05:10:00",38543,12.79,9.99,"NAN","NAN",2.62594,2.52395,2.257104,2.462976,0.5479065,0.9782959,1.146722,1.312097,1.468988,1.601007,2.245142,13.33485,93.91787,1.044624,-0.145181,-1.056121,2.220261,251217,60539,0.996,26.53,48.99,31.85,74.86,10.64,1.35,4.61,2.21,1.52,4.24,12.68,14.83,0,2.84,1.998,5.94,11.07,1.2,8.821568,2.345915
"2025-12-17 05:20:00",38544,12.84,9.42,"NAN","NAN",3.398187,3.266778,2.639276,2.933496,0.5743042,0.984552,1.158075,1.311365,1.472437,1.63009,2.239069,13.35287,94.0753,1.056229,-0.144699,-1.052568,2.218521,251217,61539,1.025,26.52,48.92,31.8,92.43,13.13,1.5,5.15,2.18,1.48,4.19,12.52,14.74,0,2.83,1.993,5.93,11.21,1.19,8.819315,2.346181
"2025-12-17 05:30:00",38545,12.83,8.99,"NAN","NAN",3.68136,3.555536,3.07055,3.194208,0.6106201,0.9858948,1.1448,1.308496,1.478326,1.622736,2.24444,13.333,93.94034,1.058166,-0.14507,-1.056708,2.268822,251217,62539,1.023,26.51,48.91,31.79,90.33,12.83,1.44,4.93,2.24,1.54,4.29,12.83,14.28,0,2.83,1.992,5.93,11.21,1.19,8.823887,2.349885
"2025-12-17 05:40:00",38546,12.85,8.73,"NAN","NAN",3.351282,3.26861,2.901819,3.054346,0.6213013,0.9875733,1.13009,1.306574,1.483179,1.625726,2.256769,13.32305,93.87348,1.059402,-0.145581,-1.06098,2.287834,251217,63539,1.02,26.51,48.91,31.79,85.35,12.13,1.55,5.35,2.22,1.53,4.24,12.68,14.05,0,2.83,1.993,5.94,11.22,1.19,8.824212,2.354542
"2025-12-17 05:50:00",38547,12.83,8.4,"NAN","NAN",2.301569,2.227716,2.182001,2.410455,0.5825745,0.9887024,1.133112,1.303613,1.48324,1.623163,2.268762,13.32984,93.92342,1.060287,-0.145835,-1.063387,2.307007,251217,64539,1.02,26.52,48.92,31.8,82.23,11.68,1.37,4.68,2.23,1.54,4.22,12.62,13.83,0,2.84,2,5.93,11.21,1.19,8.822091,2.365978
"2025-12-17 06:00:00",38548,12.79,7.892,"NAN","NAN",1.577234,1.46496,1.248804,1.532587,0.5846192,0.985437,1.145502,1.302972,1.48504,1.62005,2.275476,13.30572,93.75219,1.059746,-0.145091,-1.058332,2.319969,251217,65539,1.02,26.51,48.92,31.8,79.72,11.33,1.84,6.41,2.31,1.61,4.24,12.68,14.16,0,2.84,1.998,5.93,11.21,1.19,8.821412,2.37728
"2025-12-17 06:10:00",38549,12.81,7.33,"NAN","NAN",1.161523,1.081781,1.14187,1.352289,0.5649353,0.987146,1.140772,1.301263,1.483362,1.634668,2.283136,13.32294,93.87908,1.061874,-0.145161,-1.059351,2.33757,251217,70539,1.025,26.51,48.9,31.79,91.86,13.05,1.31,4.47,2.21,1.51,4.18,12.49,15.93,0,2.84,1.996,5.93,11.21,1.2,8.820171,2.385322
"2025-12-17 06:20:00",38550,12.82,6.78,"NAN","NAN",0.7763306,0.6996094,0.7683045,1.08642,0.5398499,0.9897095,1.140192,1.302789,1.479791,1.626337,2.279474,13.31449,93.81954,1.061874,-0.145176,-1.059714,2.346542,251217,71539,1.024,26.51,48.91,31.79,90.43,12.85,1.35,4.61,2.17,1.48,4.19,12.54,14.86,0,2.83,1.996,5.93,11.2,1.2,8.820681,2.389592
"2025-12-17 06:30:00",38551,12.79,6.313,"NAN","NAN",1.120935,1.012109,0.9397827,1.212244,0.5592285,0.990503,1.140405,1.299829,1.474573,1.627069,2.289789,13.29732,93.69751,1.061508,-0.145171,-1.059865,2.352936,251217,72539,1.022,26.51,48.92,31.8,87.61,12.45,1.08,3.59,2.19,1.49,4.24,12.68,14.33,0,2.83,1.996,5.94,11.2,1.2,8.821545,2.391816
"2025-12-17 06:40:00",38552,12.79,6.051,"NAN","NAN",1.299921,1.19256,1.010278,1.404108,0.5808045,0.9912354,1.137842,1.30282,1.476587,1.63006,2.294366,13.30082,93.72223,1.061508,-0.145579,-1.06325,2.367088,251217,73539,1.021,26.5,48.89,31.78,84.76,12.04,0.98,3.23,2.13,1.44,4.24,12.67,14.13,0,2.84,1.997,5.93,11.19,1.2,8.824499,2.385335
"2025-12-17 06:50:00",38553,12.8,5.957,"NAN","NAN",1.818292,1.63241,1.467981,1.817651,0.577417,0.9942566,1.139398,1.305139,1.482507,1.636469,2.295129,13.30994,93.78702,1.061699,-0.145493,-1.06267,2.368629,251217,74539,1.019,26.51,48.91,31.79,82.93,11.78,1.05,3.51,2.15,1.46,4.18,12.5,14.53,0,2.84,2,5.94,11.19,1.2,8.822464,2.377826
"2025-12-17 07:00:00",38554,12.8,6.001,"NAN","NAN",3.764246,3.66134,5.107019,4.927362,0.4638916,0.9916931,1.138849,1.312982,1.479547,1.636102,2.306207,13.3631,94.16069,1.061333,-0.144686,-1.056806,2.36985,251217,75539,1.025,26.54,48.95,31.82,92.26,13.11,1.34,4.55,2.19,1.5,4.14,12.37,16.92,0,2.84,1.997,5.93,11.19,1.19,8.819797,2.382819
"2025-12-17 07:10:00",38555,12.79,6.479,"NAN","NAN",6.046045,6.027765,6.62829,6.491418,0.3811584,0.9902588,1.143793,1.314874,1.485864,1.644525,2.295801,13.53708,95.38613,1.061165,-0.144698,-1.056294,2.348793,251217,80539,1.008,26.53,48.96,31.83,93.16,13.24,1.2,4.04,2.18,1.49,4.17,12.46,17.05,0,2.84,1.998,5.94,11.18,1.19,8.82024,2.384814
"2025-12-17 07:20:00",38556,12.78,7.365,"NAN","NAN",6.897577,6.907465,7.165216,7.015558,0.3420654,0.9864746,1.151056,1.311578,1.482935,1.654596,2.299646,13.57651,95.66397,1.061165,-0.144394,-1.053949,2.344299,251217,81539,1.004,26.52,48.96,31.82,93.56,13.3,1.16,3.91,2.16,1.47,4.15,12.41,17.07,0,2.84,1.999,5.94,11.18,1.19,8.821689,2.386161
"2025-12-17 07:30:00",38557,12.81,8.26,"NAN","NAN",7.06109,7.028314,7.116113,7.030969,0.5311219,0.983667,1.156732,1.307703,1.486932,1.673242,2.309961,13.57885,95.68327,1.062225,-0.145536,-1.06232,2.34568,251217,82539,1.001,26.52,48.96,31.82,93.78,13.33,1.55,5.36,2.25,1.56,4.15,12.41,17.72,0,2.85,2.004,5.93,11.2,1.19,8.829966,2.386618
"2025-12-17 07:40:00",38558,12.74,9.05,"NAN","NAN",7.772699,7.753595,7.848718,7.787988,0.5386902,0.9768921,1.159509,1.302972,1.481531,1.679315,2.319055,13.60405,95.85549,1.060287,-0.144993,-1.058539,2.352058,251217,83539,1,26.53,48.98,31.84,92.99,13.22,1.26,4.26,2.2,1.51,4.16,12.44,17.51,0,2.84,2,5.94,11.2,1.19,8.827502,2.390596
"2025-12-17 07:50:00",38559,12.8,9.75,"NAN","NAN",7.785425,7.764398,7.892389,7.835413,0.4615112,0.9721619,1.161127,1.308038,1.477472,1.691034,2.325128,13.6163,95.93544,1.057816,-0.144771,-1.056801,2.347931,251217,84539,0.998,26.52,48.96,31.82,94.05,13.37,1.3,4.42,2.19,1.5,4.15,12.42,17.38,0,2.85,2.006,5.94,11.21,1.19,8.8282,2.393062
"2025-12-17 08:00:00",38560,12.83,10.29,"NAN","NAN",7.828149,7.798486,7.906,7.903375,0.6194702,0.975763,1.163171,1.313989,1.464777,1.703394,2.31756,13.59457,95.79012,1.060799,-0.144695,-1.056399,2.353279,251217,85539,0.997,26.51,48.95,31.82,94.02,13.37,1.09,3.64,2.13,1.44,4.14,12.39,17.24,0,2.85,2.006,5.93,11.2,1.19,8.824997,2.397676
"2025-12-17 08:10:00",38561,12.8,10.68,"NAN","NAN",7.969873,7.923791,8.016809,8.056116,0.5240723,0.9756104,1.157739,1.314294,1.470972,1.704401,2.31582,13.58744,95.74374,1.062225,-0.144016,-1.051415,2.352242,251217,90539,1.003,26.52,48.96,31.82,93.93,13.35,1.16,3.9,2.15,1.46,4.17,12.45,17.17,0,2.85,2.003,5.93,11.21,1.19,8.832435,2.406464
"2025-12-17 08:20:00",38562,12.84,10.97,"NAN","NAN",7.846124,7.81463,7.97915,8.005121,0.6379944,0.9792114,1.157037,1.320917,1.466608,1.719141,2.331018,13.59286,95.78138,1.062035,-0.14456,-1.055388,2.352242,251217,91539,1.003,26.52,48.96,31.82,93.9,13.35,1.35,4.62,2.22,1.53,4.17,12.46,17,0,2.85,2.004,5.93,11.2,1.19,8.828686,2.417151
"2025-12-17 08:30:00",38563,12.87,11.18,"NAN","NAN",7.988153,7.964197,8.099939,8.130487,0.6324707,0.9796997,1.152155,1.32049,1.488092,1.720392,2.331262,13.58603,95.73566,1.06292,-0.144484,-1.055251,2.366913,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",8.825603,2.422776
"2025-12-17 08:40:00",38564,12.67,11.44,"NAN","NAN",8.027918,7.995325,8.110559,8.138422,0.6479737,0.9871765,1.153741,1.315607,1.509699,1.72207,2.338342,13.58325,95.71366,1.062035,-0.145118,-1.060043,2.372612,251217,93539,1.004,26.52,48.97,31.83,93.86,13.34,1.21,4.09,2.17,1.48,4.16,12.45,17.1,0,2.85,2.005,5.93,11.09,1.19,8.824561,2.429435
"2025-12-17 08:50:00",38565,12.71,11.82,"NAN","NAN",7.995447,7.961664,8.066523,8.004175,0.59823,0.987909,1.153619,1.305566,1.528833,1.722223,2.351221,13.58945,95.75601,1.061508,-0.144924,-1.058848,2.380371,251217,94539,0.999,26.51,48.96,31.82,93.79,13.33,1.28,4.35,2.17,1.48,4.17,12.46,17.03,0,2.84,2.002,5.94,11.04,1.19,8.823695,2.438464
"2025-12-17 09:00:00",38566,12.72,12.15,"NAN","NAN",7.954767,7.931787,7.919855,7.775262,0.5628601,0.9912659,1.152979,1.30462,1.54281,1.721246,2.361902,13.57997,95.6982,1.06485,-0.144436,-1.055837,2.399681,251217,95539,1.007,26.52,48.96,31.82,93.68,13.31,0.98,3.23,2.11,1.42,4.16,12.44,16.93,0,2.85,2.006,5.94,11.1,1.19,8.824658,2.447446
"2025-12-17 09:10:00",38567,12.84,12.42,"NAN","NAN",8.249659,8.210749,8.255884,8.22497,0.6132141,0.9904114,1.154138,1.299707,1.547205,1.708032,2.365961,13.59539,95.80783,1.065208,-0.145302,-1.062477,2.410385,251217,100539,1.004,26.52,48.96,31.82,93.75,13.32,1.18,3.98,2.19,1.5,4.15,12.42,16.97,0,2.85,2.005,5.94,11.04,1.19,8.827975,2.451346
"2025-12-17 09:20:00",38568,12.96,12.5,"NAN","NAN",8.494318,8.471155,8.493952,8.463831,0.6107422,0.9936463,1.151331,1.299005,1.547327,1.69549,2.367822,13.59375,95.80555,1.068726,-0.144363,-1.055852,2.418823,251217,101539,1.008,26.51,48.94,31.81,93.61,13.31,1.13,3.78,2.14,1.45,4.18,12.49,16.98,0,2.85,2.009,5.94,11.31,1.19,8.828743,2.453118
"2025-12-17 09:30:00",38569,13.08,12.54,"NAN","NAN",8.813959,8.785303,8.830805,8.817774,0.6164185,0.9981629,1.145685,1.311243,1.548792,1.686456,2.372003,13.58775,95.77537,1.073296,-0.144631,-1.057904,2.422104,251217,102539,1.016,26.52,48.94,31.81,93.76,13.32,1.15,3.85,2.16,1.47,4.16,12.44,16.85,0,2.85,2.003,5.94,11.4,1.19,8.829022,2.458077
"2025-12-17 09:40:00",38570,13.24,12.59,"NAN","NAN",9.038691,8.988245,8.95373,8.988825,0.6187378,0.9999634,1.145776,1.317926,1.545831,1.68371,2.368158,13.61805,96.01158,1.081757,-0.144557,-1.057402,2.423492,251217,103539,1.011,26.53,48.96,31.82,93.65,13.31,1.02,3.39,2.1,1.41,4.16,12.45,17.12,0,2.86,2.01,5.93,11.55,1.19,8.822061,2.459798
"2025-12-17 09:50:00",38571,13.38,12.68,"NAN","NAN",9.284693,9.173731,8.879663,8.879328,0.7984558,1.00152,1.14184,1.314325,1.549554,1.686273,2.359704,13.62084,96.03997,1.085083,-0.144736,-1.058331,2.41021,251217,104539,1.021,26.53,48.95,31.81,93.79,13.32,1,3.32,2.13,1.44,4.16,12.44,17.07,0,2.86,2.012,5.94,11.67,1.19,8.828604,2.453819
"2025-12-17 10:00:00",38572,13.57,12.77,"NAN","NAN",9.780603,9.579187,9.056543,9.045038,0.7782837,1.004236,1.141748,1.299341,1.548608,1.686578,2.364526,13.59242,95.84626,1.087547,-0.145369,-1.062691,2.400734,251217,105539,1.025,26.52,48.93,31.81,93.41,13.27,0.89,2.88,2.09,1.4,4.16,12.44,17.05,0,2.86,2.011,5.94,11.91,1.19,8.830248,2.454622
"2025-12-17 10:10:00",38573,13.84,12.91,"NAN","NAN",10.75286,10.27679,9.076807,9.004725,0.8167969,1.012506,1.14306,1.290064,1.548425,1.688562,2.377923,13.57105,95.69918,1.088951,-0.145371,-1.063023,2.411758,251217,110539,1.024,26.53,48.94,31.81,92.48,13.14,1.02,3.39,2.11,1.42,4.16,12.43,17.12,0,2.86,2.014,5.93,12.12,1.19,8.826293,2.460895
"2025-12-17 10:20:00",38574,13.68,13.08,"NAN","NAN",10.1683,9.863947,9.081537,9.090265,0.8420044,1.014215,1.147913,1.287317,1.539728,1.691431,2.376215,13.5986,95.8904,1.087723,-0.144413,-1.056252,2.420212,251217,111539,1.031,26.54,48.95,31.81,93.79,13.32,1.03,3.42,2.13,1.44,4.16,12.43,17.06,0,2.85,2.007,5.93,12.01,1.2,8.824378,2.464146
"2025-12-17 10:30:00",38575,13.69,13.16,"NAN","NAN",9.446283,9.410761,9.259302,9.165308,0.8122193,1.020044,1.149835,1.283746,1.547632,1.691644,2.396356,13.55321,95.58584,1.093521,-0.145103,-1.061418,2.424171,251217,112539,1.04,26.53,48.91,31.79,92.06,13.07,0.96,3.14,2.13,1.44,4.18,12.49,16.84,0,2.85,2.007,5.93,12,1.2,8.827428,2.472578
"2025-12-17 10:40:00",38576,13.69,13.2,"NAN","NAN",10.12698,9.880121,9.5758,9.551264,0.9423157,1.029016,1.15072,1.281885,1.545618,1.692102,2.404962,13.57435,95.74084,1.09581,-0.145319,-1.06368,2.447784,251217,113539,1.039,26.54,48.93,31.8,93.13,13.22,1.2,4.06,2.15,1.46,4.17,12.45,16.92,0,2.85,2.009,5.94,12.12,1.2,8.824898,2.479813
